new pdp url,old image url,display order,image type,old position,product
https://www.damensch.com/p/vest-round-neck-chalk-white,https://img.damensch.com/products-old/card-round-bamboo-vest-measurement.jpg,9,Size chart,6,Vest Round Neck Chalk White
https://www.damensch.com/p/johnny-collar-pique-polo-fs-loyal-maroon,https://img.damensch.com/products-old/catalog-pique-fs-polo-loyal-maroon-8.jpg,9,"Fit guide (regular fit, size L)",8,Johnny Collar Pique Polo Fs Loyal Maroon
https://www.damensch.com/p/johnny-collar-pique-polo-fs-loyal-maroon,https://img.damensch.com/products-old/catalog-pique-fsp-central-white-new-9.jpg,10,Size chart,9,Johnny Collar Pique Polo Fs Loyal Maroon
https://www.damensch.com/p/trunk-very-violet,https://img.damensch.com/products-old/card-ds-t-solid-feature2.jpg,8,Feature: 5x odour-cancellation / sustainable,3,Trunk Very Violet
https://www.damensch.com/p/trunk-very-violet,https://img.damensch.com/products-old/card-ds-t-solid-measurement.jpg,9,Size chart,8,Trunk Very Violet
https://www.damensch.com/p/lounge-shorts-glide-grey,https://img.damensch.com/products-old/easy_lounge_shorts-_ash_grey_(4).jpg,8,Pocket detail with brand tag,6,Lounge Shorts Glide Grey
https://www.damensch.com/p/brief-dashed-silver,https://img.damensch.com/products-old/card-ds-b-printed-feature2.jpg,8,"Features: 5x odour-cancellation, sustainably sourced",3,Brief Dashed Silver
https://www.damensch.com/p/brief-dashed-silver,https://img.damensch.com/products-old/card-ds-b-printed-range-upd.jpg,9,Size chart,7,Brief Dashed Silver
https://www.damensch.com/p/trunk-aqua-blue-checks,https://img.damensch.com/products-old/card-ds-t-printed-feature2.jpg,9,Feature: 5x odour-cancellation,3,Trunk Aqua Blue Checks
https://www.damensch.com/p/trunk-aqua-blue-checks,https://img.damensch.com/products-old/card-ds-t-printed-measurement.jpg,10,Size chart,8,Trunk Aqua Blue Checks
https://www.damensch.com/p/bonded-solid-trunks-quantum-black,https://img.damensch.com/products-old/bondedtrunkqb_8.jpg,8,Feature: Limitless stretch,8,Bonded Solid Trunks Quantum Black
https://www.damensch.com/p/bonded-solid-trunks-quantum-black,https://img.damensch.com/products-old/bondedtrunkqb_9.jpg,9,Size chart,9,Bonded Solid Trunks Quantum Black
https://www.damensch.com/p/bonded-solid-trunks-quantum-black,https://img.damensch.com/products-old/bondedtrunkqb_10.jpg,10,Pack shot - pouch,10,Bonded Solid Trunks Quantum Black
https://www.damensch.com/p/bonded-solid-briefs-quantum-black,https://img.damensch.com/products-old/bondedbriefqb_6.jpg,8,Feature: endless flow,6,Bonded Solid Briefs Quantum Black
https://www.damensch.com/p/bonded-solid-briefs-quantum-black,https://img.damensch.com/products-old/bondedbriefqb_8.jpg,9,Feature: limitless stretch,8,Bonded Solid Briefs Quantum Black
https://www.damensch.com/p/bonded-solid-briefs-quantum-black,https://img.damensch.com/products-old/bondedbriefqb_9.jpg,10,Size chart,9,Bonded Solid Briefs Quantum Black
https://www.damensch.com/p/bonded-solid-briefs-quantum-black,https://img.damensch.com/products-old/bondedbriefqb_10.jpg,11,Pack shot - pouch,10,Bonded Solid Briefs Quantum Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-4.jpg,8,Feature: Long johns (no ride-up / cotton blend),4,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-7.jpg,9,Back - model johns,7,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-8.png,10,Detail - sleeve cuff closeup,8,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-9.jpg,11,Detail - johns waist/thigh closeup,9,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-10.jpg,12,Size chart - top,10,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/thermal-set-virtual-pack-of-2-classic-black,https://img.damensch.com/products-old/catalog-black_thermal_longjohn_fs_top-11.jpg,13,Size chart - johns,11,Thermal Set Virtual Pack Of 2 Classic Black
https://www.damensch.com/p/brief-very-violet,https://img.damensch.com/products-old/card-ds-b-solid-feature2.jpg,8,Feature: 5x odour-cancellation / sustainably sourced,3,Brief Very Violet
https://www.damensch.com/p/brief-very-violet,https://img.damensch.com/products-old/card-ds-b-solid-measurement.jpg,9,Size chart,8,Brief Very Violet
https://www.damensch.com/p/bonded-solid-briefs-code-red,https://img.damensch.com/products-old/bondedbriefcr_6.jpg,8,Feature: Endless flow,6,Bonded Solid Briefs Code Red
https://www.damensch.com/p/bonded-solid-briefs-code-red,https://img.damensch.com/products-old/bondedbriefcr_8.jpg,9,Feature: Limitless stretch,8,Bonded Solid Briefs Code Red
https://www.damensch.com/p/bonded-solid-briefs-code-red,https://img.damensch.com/products-old/bondedbriefcr_9.jpg,10,Size chart,9,Bonded Solid Briefs Code Red
https://www.damensch.com/p/bonded-solid-briefs-code-red,https://img.damensch.com/products-old/bondedbriefcr_10.jpg,11,Pack shot,10,Bonded Solid Briefs Code Red
https://www.damensch.com/p/boxer-shorts-vintage-wine,https://img.damensch.com/products-old/1179131_vintage-wine_5.jpg,9,Lifestyle - model with pillow,6,Boxer Shorts Vintage Wine
https://www.damensch.com/p/boxer-shorts-vintage-wine,https://img.damensch.com/products-old/card-boxer-shorts-solid-range.jpg,10,Comparison chart - range of boxers,7,Boxer Shorts Vintage Wine
https://www.damensch.com/p/boxer-shorts-vintage-wine,https://img.damensch.com/products-old/card-boxer-shorts-solid-measurement.jpg,11,Size chart - measurements,8,Boxer Shorts Vintage Wine
https://www.damensch.com/p/shirt-full-sleeves-loyal-maroon,https://img.damensch.com/products-old/knit_shirts_(fs)-loyal_maroon_(10).jpg,8,"Fit guide: regular fit, model 6.2ft, size M",6,Shirt Full Sleeves Loyal Maroon
https://www.damensch.com/p/shirt-full-sleeves-loyal-maroon,https://img.damensch.com/products-old/card-fs-shirt-measurement.jpg,9,Size chart,7,Shirt Full Sleeves Loyal Maroon
https://www.damensch.com/p/unreal-cosmos-trunk-galaxy-navy,https://img.damensch.com/products-old/cosmos-trunks-galaxy_navy5.jpg,8,Waistband stretch detail,8,Unreal Cosmos Trunk Galaxy Navy
https://www.damensch.com/p/unreal-cosmos-trunk-galaxy-navy,https://img.damensch.com/products-old/cosmos-trunks-galaxy_navy2.jpg,9,Lifestyle - full model,9,Unreal Cosmos Trunk Galaxy Navy
